,date,open,high,low,close,volume
0,1970-01-02,4.847724914550781,4.855544090270996,4.7851738929748535,4.792993068695068,370896
1,1970-01-05,4.792993068695068,4.816449165344238,4.730441093444824,4.769536018371582,677844
2,1970-01-06,4.761716842651367,4.761716842651367,4.605339050292969,4.628796100616455,567534
3,1970-01-07,4.64443302154541,4.714804172515869,4.64443302154541,4.652252197265625,736995
4,1970-01-08,4.6678900718688965,4.738259792327881,4.6678900718688965,4.691347122192383,2225374
5,1970-01-09,4.691347122192383,4.6991658210754395,4.574062824249268,4.574062824249268,951219
6,1970-01-12,4.574062824249268,4.589701175689697,4.5271501541137695,4.566244125366211,647469
7,1970-01-13,4.566244125366211,4.605339050292969,4.558424949645996,4.581881999969482,460422
8,1970-01-14,4.589701175689697,4.6991658210754395,4.589701175689697,4.6678900718688965,591515
9,1970-01-15,4.6678900718688965,4.706984996795654,4.660070896148682,4.675708770751953,428448
10,1970-01-16,4.675708770751953,4.683527946472168,4.652252197265625,4.652252197265625,330928
11,1970-01-19,4.652252197265625,4.6678900718688965,4.566244125366211,4.566244125366211,855298
12,1970-01-20,4.566244125366211,4.589701175689697,4.550605773925781,4.581881999969482,575528
13,1970-01-21,4.581881999969482,4.6678900718688965,4.581881999969482,4.628796100616455,372494
14,1970-01-22,4.628796100616455,4.660070896148682,4.613158226013184,4.636614799499512,578725
15,1970-01-23,4.636614799499512,4.652252197265625,4.558424949645996,4.566244125366211,610699
16,1970-01-26,4.566244125366211,4.574062824249268,4.550605773925781,4.566244125366211,362902
17,1970-01-27,4.566244125366211,4.652252197265625,4.566244125366211,4.636614799499512,316540
18,1970-01-28,4.636614799499512,4.691347122192383,4.636614799499512,4.636614799499512,698627
19,1970-01-29,4.636614799499512,4.675708770751953,4.589701175689697,4.589701175689697,597909
20,1970-01-30,4.589701175689697,4.62097692489624,4.5271501541137695,4.5271501541137695,583521
21,1970-02-02,4.542788028717041,4.62097692489624,4.542788028717041,4.574062824249268,1513958
22,1970-02-03,4.574062824249268,4.597519874572754,4.503693103790283,4.542788028717041,842509
23,1970-02-04,4.542788028717041,4.566244125366211,4.433322906494141,4.542788028717041,952818
24,1970-02-05,4.448960781097412,4.448960781097412,4.32385778427124,4.370771884918213,991187
25,1970-02-06,4.370771884918213,4.425504207611084,4.33949613571167,4.386408805847168,334126
26,1970-02-09,4.386408805847168,4.519330978393555,4.386408805847168,4.386408805847168,919246
27,1970-02-10,4.386408805847168,4.394227981567383,4.316039085388184,4.316039085388184,594712
28,1970-02-11,4.316039085388184,4.433322906494141,4.316039085388184,4.402047157287598,575528
29,1970-02-12,4.386408805847168,4.386408805847168,4.33949613571167,4.378590106964111,263784
30,1970-02-13,4.370771884918213,4.370771884918213,4.269125938415527,4.308219909667969,647469
31,1970-02-16,4.316039085388184,4.370771884918213,4.316039085388184,4.33949613571167,642673
32,1970-02-17,4.316039085388184,4.316039085388184,4.245668888092041,4.292582035064697,450830
33,1970-02-18,4.292582035064697,4.362953186035156,4.292582035064697,4.347314834594727,668252
34,1970-02-19,4.347314834594727,4.394227981567383,4.347314834594727,4.347314834594727,684238
35,1970-02-20,4.347314834594727,4.386408805847168,4.292582035064697,4.292582035064697,492396
36,1970-02-24,4.292582035064697,4.331676959991455,4.284763813018799,4.308219909667969,545153
37,1970-02-25,4.308219909667969,4.370771884918213,4.284763813018799,4.32385778427124,554745
38,1970-02-26,4.32385778427124,4.33949613571167,4.2300310134887695,4.300401210784912,729002
39,1970-02-27,4.300401210784912,4.448960781097412,4.300401210784912,4.409865856170654,941627
40,1970-03-02,4.433322906494141,4.519330978393555,4.433322906494141,4.488055229187012,545153
41,1970-03-03,4.488055229187012,4.64443302154541,4.425504207611084,4.628796100616455,951219
42,1970-03-04,4.628796100616455,4.691347122192383,4.628796100616455,4.660070896148682,794548
43,1970-03-05,4.660070896148682,4.714804172515869,4.660070896148682,4.675708770751953,705021
44,1970-03-06,4.675708770751953,4.6991658210754395,4.636614799499512,4.652252197265625,495593
45,1970-03-09,4.652252197265625,4.683527946472168,4.574062824249268,4.613158226013184,760975
46,1970-03-10,4.613158226013184,4.628796100616455,4.581881999969482,4.597519874572754,394876
47,1970-03-11,4.597519874572754,4.628796100616455,4.495873928070068,4.495873928070068,721008
48,1970-03-12,4.495873928070068,4.51151180267334,4.456779956817627,4.464598178863525,861693
49,1970-03-13,4.456779956817627,4.456779956817627,4.378590106964111,4.394227981567383,666653
50,1970-03-16,4.394227981567383,4.417685031890869,4.32385778427124,4.32385778427124,764173
51,1970-03-17,4.32385778427124,4.409865856170654,4.316039085388184,4.394227981567383,529166
52,1970-03-18,4.394227981567383,4.409865856170654,4.370771884918213,4.394227981567383,418856
53,1970-03-19,4.394227981567383,4.425504207611084,4.370771884918213,4.386408805847168,501988
54,1970-03-20,4.386408805847168,4.386408805847168,4.355134010314941,4.370771884918213,581922
55,1970-03-23,4.370771884918213,4.448960781097412,4.362953186035156,4.433322906494141,679442
56,1970-03-24,4.448960781097412,4.5271501541137695,4.448960781097412,4.488055229187012,751383
57,1970-03-25,4.5271501541137695,4.746078968048096,4.5271501541137695,4.62097692489624,1381266
58,1970-03-26,4.62097692489624,4.730441093444824,4.613158226013184,4.636614799499512,1405247
59,1970-03-30,4.628796100616455,4.628796100616455,4.566244125366211,4.597519874572754,501988
60,1970-03-31,4.597519874572754,4.628796100616455,4.574062824249268,4.613158226013184,501988
61,1970-04-01,4.62097692489624,4.683527946472168,4.62097692489624,4.660070896148682,844107
62,1970-04-02,4.660070896148682,4.675708770751953,4.62097692489624,4.660070896148682,457225
63,1970-04-03,4.660070896148682,4.691347122192383,4.64443302154541,4.64443302154541,633080
64,1970-04-06,4.64443302154541,4.683527946472168,4.628796100616455,4.660070896148682,310145
65,1970-04-07,4.675708770751953,4.738259792327881,4.675708770751953,4.706984996795654,479606
66,1970-04-08,4.706984996795654,4.746078968048096,4.683527946472168,4.6991658210754395,759377
